0.528891 0.01351 0.002776 0.508382 -0.00731 -0.001131
0.579231 -0.000849946 0.001121 0.548763 -0.00878035 -0.002785
0.531803 0.0207347 -0.001714 0.530046 -0.00834641 -0.00269
0.508048 0.034942 -0.001644 0.516251 -0.00820285 -0.00262
0.521924 -0.00573232 0.003738 0.517238 -0.00811438 -0.004075
0.548897 0.00957846 -0.001176 0.517255 -0.00741385 -0.001176
0.491459 0.00651802 0.007141 0.517236 -0.00832611 -0.002625
0.561178 0.0144153 -0.004075 0.517232 -0.00843696 -0.004075
0.512175 -0.0111058 0.013005 0.516259 -0.00766772 -0.00262
0.540685 -0.00288691 -0.001176 0.517248 -0.00757436 -0.001176
0.52779 -0.000458674 0.003738 0.517244 -0.00811474 -0.004075
0.571222 0.00544532 0.004308 0.591142 -0.0084995 -0.00155
0.521529 0.0101613 0.005193 0.516254 -0.0080419 -0.00262
0.527202 -0.0180343 0.005187 0.517239 -0.008113 -0.002626
0.517242 0.0280448 0.004211 0.517241 -0.00795108 -0.002625
0.526033 -0.0161237 0.005691 0.517243 -0.0081151 -0.004075
0.507879 -0.00655961 -0.001176 0.517253 -0.00714509 -0.001175
0.551422 -0.024369 0.012028 0.516251 -0.0082561 -0.002621
0.507858 0.026559 -0.003098 0.517234 -0.00838297 -0.004074
0.537174 -0.00812103 0.006637 0.517248 -0.00757413 -0.001176
0.526032 0.00643147 -0.007981 0.517237 -0.00848988 -0.004075
0.517834 -0.0187238 0.005187 0.517246 -0.0076302 -0.002625
0.518621 -0.00757896 0.010548 0.516266 -0.00734439 -0.001171
0.517236 0.00711772 -0.000672 0.517236 -0.00827239 -0.002625
0.521928 0.0155838 0.002257 0.517241 -0.00795153 -0.002625
0.506109 -0.00333215 0.005188 0.51724 -0.00805912 -0.002625
0.535984 0.0162204 -0.000169 0.517236 -0.00811509 -0.004075
0.513349 -0.00490727 0.006642 0.516273 -0.00729034 -0.001171
0.526026 -0.00945498 0.003234 0.517238 -0.00816628 -0.002625
0.543022 -0.00333177 0.005187 0.517239 -0.00805848 -0.002625
0.527193 0.00470837 0.002762 0.517233 -0.00843591 -0.004075
0.526811 0.00133747 -0.001171 0.516263 -0.00745166 -0.001171
0.517242 0.00311357 0.005187 0.51724 -0.00805897 -0.002625
0.536005 -0.0175615 0.009094 0.517247 -0.0079518 -0.002625
